id,belongs_to_collection,budget,homepage,originally_english,overview,produced_in_us,release_date,revenue,runtime,english,tagline,title,vote_average,keywords,cast,crew,red,green,blue,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,Amblin Entertainment,Canal+,Columbia Pictures,Columbia Pictures Corporation,Dimension Films,DreamWorks SKG,Dune Entertainment,Fox 2000 Pictures,Fox Searchlight Pictures,Lionsgate,Metro-Goldwyn-Mayer (MGM),Miramax Films,New Line Cinema,Paramount Pictures,Regency Enterprises,Relativity Media,StudioCanal,Summit Entertainment,Touchstone Pictures,TriStar Pictures,Twentieth Century Fox Film Corporation,United Artists,Universal Pictures,Village Roadshow Pictures,Walt Disney Pictures,Warner Bros.,Working Title Films
9389,0,18000000,0,0,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",0,732386,1831348.0,105.0,1,Paris 2054. Live forever or die trying,Renaissance,6.7,"['paris', 'japanese', 'identity', 'underworld', 'monopoly', 'future', 'beauty', 'victim', 'dystopia', 'boss', 'police', 'president', 'animation', 'disappearance', 'cgi', 'black and white', 'theft', 'scientist', 'researcher', 'corporation']","['Daniel Craig', 'Catherine McCormack', 'Romola Garai']","['Aton Soumache', 'Alexis Vonarb', 'Christian Volckman']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9390,0,50000000,0,1,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",1,728999,273552592.0,139.0,1,Everybody loved him... Everybody disappeared.,Jerry Maguire,6.7,"['stadium', 'career', 'sport', 'sports agent']","['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger']","['James L. Brooks', 'Janusz Kamiński', 'Joe Hutshing']",251,251,251,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9393,0,4500000,0,0,"In 1942, Friedrich Weimer's boxing skills get him an appointment to a National Political Academy (NaPolA) – high schools that produce Nazi elite. Over his father's objections, Friedrich enrolls. During his year in seventh column,Friedrich encounters hazing, cruelty, death, and the Nazi code. His friendship with Albrecht, the ascetic son of the area's governor, is central to this education.",0,731766,3764219.0,117.0,0,Men make history. We make the men.,Before the Fall,7.3,"['transporter', 'nazis', 'boarding school', 'elite unit', 'nazi germany']","['Max Riemelt', 'Tom Schilling', 'Jonas Jägermeyr']","['Torsten Breuer', 'Molly von Fürstenberg', 'Harald Kügler']",6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9395,0,7500000,0,1,"Seagal is Nico Toscani, an Italian immigrant, American patriot, ex-CIA agent, aikido specialist, and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice: expert and thorough bone-crushing.",1,725835,18869631.0,99.0,1,He's a cop who believes no one is above the law.,Above the Law,5.9,"['corruption', 'chicago', 'cia', 'martial arts', 'senator', 'vietnam', 'cop', 'torture', 'drug lord']","['Steven Seagal', 'Pam Grier', 'Henry Silva']","['Andrew Davis', 'Steven Pressfield', 'Ronald Shusett']",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9397,0,80000000,0,1,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",1,730644,98376292.0,101.0,1,Coming to wipe that silly smile off your planet.,Evolution,5.7,"['grand canyon', 'governor', 'shampoo', 'high school teacher', 'fire truck', 'government scientist', 'napalm', 'primate', 'parasite underneath skin']","['David Duchovny', 'Julianne Moore', 'Orlando Jones']","['Ivan Reitman', 'David Diamond', 'David Weissman']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9398,2,28000000,0,1,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.",1,730756,60780981.0,89.0,1,3% Body Fat. 1% Brain Activity.,Zoolander,6.1,"['male model', 'time magazine', 'fashion show', 'fashion model', 'fictional awards show', 'lincoln assassination', 'coal mine']","['Ben Stiller', 'Owen Wilson', 'Christine Taylor']","['Ben Stiller', 'Drake Sather', 'John Hamburg']",183,242,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9399,0,6000000,0,1,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",1,726625,24078196.0,105.0,1,When the streets are a jungle... There can only be one king.,Lionheart,5.9,"['upper class', 'drug dealer', 'foreign legion', 'fistfight', 'foreign legionaire', 'revenge']","['Jean-Claude Van Damme', 'Harrison Page', 'Deborah Rennard']","['Sheldon Lettich', 'Jean-Claude Van Damme', 'Ash R. Shah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9400,0,9000000,1,1,"Four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.",1,728969,41590886.0,118.0,1,It's about crime. It's about payback. It's about survival.,Set It Off,6.9,"['single parent', 'bank robber', 'last chance', 'los angeles']","['Jada Pinkett Smith', 'Queen Latifah', 'Vivica A. Fox']","['F. Gary Gray', 'Takashi Bufford', 'Oren Koules']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9403,0,28000000,0,1,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",1,729090,41230799.0,109.0,1,Never before has a man done so much with so little.,Private Parts,6.7,"['sexuality', 'becoming an adult', 'eroticism', 'radio', 'jew', 'childhood memory', 'private life', 'erection', 'youth', 'woman director']","['Howard Stern', 'Mary McCormack', 'Kelly Bishop']","['Celia D. Costas', 'Walt Lloyd', 'Peter Teschner']",11,11,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9406,0,22000000,0,1,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,1,729383,26570463.0,105.0,1,Things are about to get a little hairy.,An American Werewolf in Paris,5.3,"['paris', 'meat', 'cowardliness', 'animal horror']","['Tom Everett Scott', 'Julie Delpy', 'Vince Vieluf']","['Wilbert Hirsch', 'Egon Werdin', 'Peter R. Adam']",27,26,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9408,1,85000000,1,1,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.",1,732835,149044513.0,85.0,1,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,5.9,"['sea', 'world cup', 'surfer', 'wave', 'surfboard', 'giant wave', 'world champion', 'idol', 'mockumentary']","['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel']","['Mychael Danna', 'Mary Hidalgo', 'Ash Brannon']",244,246,243,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9410,0,25000000,0,1,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",1,729408,55494066.0,111.0,1,Let desire be your destiny.,Great Expectations,6.4,"['artist', ""artists' life"", 'childhood memory']","['Gwyneth Paltrow', 'Ethan Hawke', 'Chris Cooper']","['Alfonso Cuarón', 'Charles Dickens', 'Patrick Doyle']",21,21,21,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9413,0,19000000,0,1,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",1,729237,44332015.0,105.0,1,She was prepared for anything until love stormed in.,Picture Perfect,5.1,"['fire', 'hero', 'lie', 'career woman', 'photography']","['Jennifer Aniston', 'Jay Mohr', 'Kevin Bacon']","['Glenn Gordon Caron', 'Arleen Sorkin', 'Paul Slansky']",218,2,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9414,0,20000000,0,1,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",1,729342,13801755.0,97.0,1,"He’s on a mission so secret, even he doesn’t know about it.",The Man Who Knew Too Little,6.5,"['london england', 'bomb', 'brother brother relationship', 'helicopter', 'based on novel', 'bank', 'tv show', 'theatre milieu', 'mistaken identity', 'escape', 'agent']","['Bill Murray', 'Peter Gallagher', 'Joanne Whalley']","['Jon Amiel', 'Robert Farrar', 'Christopher Young']",47,49,46,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9421,0,12500000,0,0,"Each week, Pierre and his friends organize what is called as ""un dîner de cons"". Everyone brings the dumbest guy he could find as a guest. Pierre thinks his champ -François Pignon- will steal the show.",0,729494,78599508.0,80.0,0,0,The Dinner Game,7.7,"['fool', 'tax inspector']","['Thierry Lhermitte', 'Jacques Villeret', 'Francis Huster']","['Francis Veber', 'Alain Poiré', 'Luciano Tovoli']",221,217,216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9422,0,70000000,0,0,"Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds.",1,729453,56702901.0,115.0,1,Justice has its price.,A Civil Action,6.1,"['success', 'advancement', 'right and justice', 'leukemia', 'lawyer', 'business start-up']","['John Travolta', 'Robert Duvall', 'Tony Shalhoub']","['Steven Zaillian', 'Rachel Pfeffer', 'Scott Rudin']",19,14,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9423,0,75000000,0,1,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",1,729768,14010690.0,99.0,1,Life on earth is in for a shock.,Virus,5.0,"['deserter', 'tornado', 'russian', 'alien life-form', 'shooting', 'evil', 'insurance', 'virus']","['Jamie Lee Curtis', 'William Baldwin', 'Donald Sutherland']","['Richard L. Anderson', 'Gale Anne Hurd', 'Donald B. Woodruff']",9,13,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9424,0,15000000,0,1,"Steve Clark (James Marsden) is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin (Nick Stahl) mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel (Katie Holmes).",1,729594,17507368.0,84.0,1,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,Disturbing Behavior,5.5,"['suicide', 'sex', 'island', 'nightmare', 'chase', 'police', 'insanity', 'high school', 'control', 'mind control', 'murder', 'teacher', 'student', 'brainwashing', 'teenager', 'rage', 'behavior']","['James Marsden', 'Katie Holmes', 'Nick Stahl']","['David Nutter', 'Scott Rosenberg', 'Armyan Bernstein']",15,16,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9425,0,75000000,1,1,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",1,729685,14567883.0,99.0,1,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,6.1,"['space marine', 'dystopia', 'alien planet', 'genetic engineering']","['Kurt Russell', 'Jason Scott Lee', 'Jason Isaacs']","['Paul W.S. Anderson', 'David L. Snyder', 'Jerry Weintraub']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9426,1,15000000,0,1,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",1,725233,60629159.0,96.0,1,Be afraid. Be very afraid.,The Fly,7.1,"['mutant', 'mutation', 'human experimentation', 'to beam', 'remake', 'scientist', 'science', 'fly the insect', 'animal horror']","['Jeff Goldblum', 'Geena Davis', 'John Getz']","['David Cronenberg', 'Charles Edward Pogue', 'Stuart Cornfeld']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9427,0,3500000,0,1,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",0,729249,257850122.0,91.0,1,The year's most revealing comedy.,The Full Monty,6.9,"['suicide attempt', 'striptease', 'steel worker', 'repossession', 'male stripper']","['Robert Carlyle', 'Mark Addy', 'William Snape']","['Anne Dudley', 'Susie Figgis', 'Nick Moore']",208,196,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9428,0,21000000,0,1,An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,1,730763,71441250.0,110.0,1,"Family isn’t a word, it’s a sentence.",The Royal Tenenbaums,7.4,"['forgiveness', 'child prodigy', 'terminal illness', 'dysfunctional family', 'cigarette smoking', 'family conflict']","['Gene Hackman', 'Anjelica Huston', 'Ben Stiller']","['Owen Wilson', 'Dylan Tichenor', 'David Wasco']",255,149,149,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9429,0,17000000,0,1,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",1,729663,30331165.0,81.0,1,Score!,A Night at the Roxbury,5.9,"['night life', 'nightclub', 'flower', 'flower shop', 'make a match', 'clubbing']","['Will Ferrell', 'Chris Kattan', 'Jennifer Coolidge']","['Steve Koren', 'David Kitay', 'Will Ferrell']",30,29,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9430,0,6500000,0,1,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",1,729853,28451622.0,98.0,1,A weekend wasted is never a wasted weekend.,Go,7.0,"['ecstasy', 'drug dealing', 'drug', 'reference to family circus', 'high', 'bisexual man', 'multiple storylines']","['Sarah Polley', 'Katie Holmes', 'Jay Mohr']","['Doug Liman', 'John August', 'Paul Rosenberg']",9,18,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9431,1,15000000,0,1,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",1,728887,5600000.0,87.0,1,0,Bordello of Blood,5.0,"['female nudity', 'brothel', 'vampire', 'private investigator', 'born again christian', 'televangelist']","['Dennis Miller', 'Эрика Элениак', 'Angie Everhart']","['Robert Zemeckis', 'Danny Elfman', 'Bob Gale']",13,8,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9437,3,27000000,0,1,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",1,729300,60527873.0,115.0,1,Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,6.2,"['washington d.c.', 'covered investigation', 'investigation', 'north carolina', 'missing person']","['Morgan Freeman', 'Ashley Judd', 'Cary Elwes']","['William Steinkamp', 'Deborah Aquila', 'Mark Isham']",8,8,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9443,0,5500000,0,1,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.,0,723315,58972904.0,123.0,1,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",Chariots of Fire,6.9,"['underdog', 'scotland', 'jewry', 'patriotism', 'olympic games', 'jew', 'olympian sports team', 'ambition']","['Ben Cross', 'Ian Charleson', 'Cheryl Campbell']","['Vangelis', 'Jake Eberts', 'Terry Rawlings']",232,218,191,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9444,0,53000000,0,1,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",1,729348,139804348.0,94.0,1,Discover the Adventure Behind the Greatest Mystery of Our Time.,Anastasia,7.4,"['tzar', 'musical', 'russian revolution', 'train explosion', 'foreign language adaptation', 'exploding train']","['Meg Ryan', 'John Cusack', 'Christopher Lloyd']","['Richard L. Anderson', 'David Newman', 'Mary Hidalgo']",214,35,56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9447,2,90000000,0,1,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",0,729718,69131860.0,92.0,1,This little pig went to the city...,Babe: Pig in the City,5.3,"['piggy bank', 'shortage of money', 'pig', 'farm', 'piglet', 'talking animal', 'talking dog', 'dog', 'chimpanzee', 'talking pig']","['James Cromwell', 'Mary Stein', 'Mickey Rooney']","['Andrew Lesnie', 'George Miller', 'Doug Mitchell']",239,242,225,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9448,0,13000000,0,1,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",1,729503,27007143.0,91.0,1,Nothing's more dangerous than some nice guys... with a little time to kill.,The Big Hit,6.1,"['bungee-jump', 'dark comedy', 'cigarette smoking', 'slow motion', 'video store', 'subtitled scene', 'kosher', 'stealing a car', 'movie poster', 'night vision goggles', 'suitcase full of money']","['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate']","['Kirk Wong', 'Ben Ramsey', 'Warren Zide']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9452,0,30000000,0,1,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,1,729524,29202884.0,108.0,1,Brace yourself. This politician is about to tell the truth!,Bulworth,6.3,"['mission of murder', 'politics', 'election campaign', 'liberal', 'swearing', 'political satire', 'hip hop culture']","['Warren Beatty', 'Halle Berry', 'Sean Astin']","['Warren Beatty', 'Jeremy Pikser', 'Pieter Jan Brugge']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9453,0,17500000,0,1,"The perversion behind imperial Rome, the epic story of Rome's mad Emporer. All the details of his cruel, bizarre reign are revealed right here: His unholy sexual passion for his sister, his marriage to Rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more.",1,722470,23438120.0,156.0,1,What would you have done if you had been given absolute power of life and death over everybody else in the whole world?,Caligula,5.3,"['italy', 'assassination', 'rape', 'sexuality', 'roman empire', 'orgy', 'emperor', 'roman', 'sadism', 'ancient rome', 'marriage', 'insanity', 'syphillis', 'punishment', 'unsimulated sex', 'brutality', 'lust', 'erotic movie']","['Malcolm McDowell', 'Teresa Ann Savoy', 'Helen Mirren']","['Tinto Brass', 'Franco Rossellini', 'Gore Vidal']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9454,0,26000000,0,1,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",1,729601,65705772.0,121.0,1,Desire. Defy. Escape.,Ever After: A Cinderella Story,6.8,"['france', 'gypsy', 'child abuse', 'slavery', 'leonardo da vinci', 'prince', 'fairy tale', 'royalty', 'orphan', 'evil stepmother', 'step siblings', '16th century', 'brigands', 'classism', 'bandits', 'commoner', 'emotional abuse']","['Drew Barrymore', 'Dougray Scott', 'Anjelica Huston']","['Lucinda Syson', 'George Fenton', 'Priscilla John']",19,15,14,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9455,0,25000000,0,1,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",1,729825,15156200.0,110.0,1,You can't play by the rules if there aren't any.,The Corruptor,6.1,"['new york', 'life and death', 'gang war', 'police', 'china town', 'triad']","['Mark Wahlberg', 'Chow Yun-fat', 'Byron Mann']","['Carter Burwell', 'Dan Halsted', 'Howard E. Smith']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,0,45000000,0,1,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",1,729419,11203026.0,106.0,1,Full Scream Ahead,Deep Rising,6.0,"['ocean liner', 'sea monster', 'jewel heist', 'armed robbery']","['Treat Williams', 'Famke Janssen', 'Anthony Heald']","['Rick Alexander', 'Jerry Goldsmith', 'Coreen Mayrs']",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9459,0,600000,0,1,"An intimate look at the Woodstock Music & Art Festival held in Bethel, NY in 1969, from preparation through cleanup, with historic access to insiders, blistering concert footage, and portraits of the concertgoers; negative and positive aspects are shown, from drug use by performers to naked fans sliding in the mud, from the collapse of the fences by the unexpected hordes to the surreal arrival of National Guard helicopters with food and medical assistance for the impromptu city of 500,000.",1,719247,34505110.0,225.0,1,"3 days of peace, music...and love.",Woodstock,7.1,"['hippie', 'free love', 'musical', 'music', 'woodstock', 'music festival', 'rock music', 'summer']","['Joe Cocker', 'Richie Havens', 'Joan Baez']","['Martin Scorsese', 'Thelma Schoonmaker', 'David Myers']",231,230,225,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
